ID_ovary	Description	setSize_ovary	enrichmentScore_ovary	NES_ovary	pvalue_ovary	p.adjust_ovary	qvalue_ovary	rank_ovary	leading_edge_ovary	core_enrichment_ovary	Direction	ID_ref	setSize_ref	enrichmentScore_ref	NES_ref	pvalue_ref	p.adjust_ref	qvalue_ref	rank_ref	leading_edge_ref	core_enrichment_ref
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	61	0.580966759846604	2.214283972872482	1.3226482604829086e-7	3.5414581994970935e-6	2.506070388283405e-6	3741	tags=56%, list=24%, signal=43%	991/11065/9232/9212/5347/5690/5691/27338/10213/5686/11047/5714/5683/5693/25906/7324/51529/5692/5708/7321/5704/5694/6502/5687/5701/5685/5688/5707/7311/5702/5682/5695/5718/5700	Up	REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	61	0.6253410999209101	2.5756113598791597	1.8089303329590023e-10	3.827929994906792e-9	2.3064629542482363e-9	3462	tags=57%, list=22%, signal=45%	6790/991/11065/5347/9212/9232/27338/5690/6502/7311/7324/11047/5692/5708/5714/5683/5704/7321/7979/5688/5686/5691/5687/10213/5682/5693/5685/6233/51529/5700/5701/8697/5695/51434/64682
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	52	0.6116111658255976	2.2638881193415425	1.6544873277231325e-7	4.341374747945499e-6	3.072121732740638e-6	2666	tags=52%, list=17%, signal=43%	1058/55355/79019/8364/55839/57082/64105/11339/91687/3014/8607/387103/8345/85236/54069/8363/64946/8970/8365/723790/8347/201254/8370/54145/378708/3013/554313	Up	REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	51	0.7089265738717478	2.802004401609535	3.3288532504959757e-12	9.782945263466904e-11	5.894569875532449e-11	2325	tags=63%, list=15%, signal=54%	1058/55355/91687/8364/11339/2491/3014/54069/64946/387103/64105/55839/79019/55320/85236/8970/8363/8607/8345/723790/57082/8365/3012/3013/8338/79172/5928/55166/201254/54145/8341/8347
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES	REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES	42	0.632823712079654	2.238205341713587	2.0721410823490938e-7	5.3306845098862955e-6	3.7721949115209506e-6	3905	tags=71%, list=25%, signal=54%	5690/5691/10213/5686/11047/5714/5683/5693/5698/5692/5696/2209/5720/5708/5704/5694/5687/5701/5685/5688/5721/5707/5702/5699/5682/5695/2210/5718/5700/50489	Up	REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES	42	0.63511892314841	2.3851407999978496	1.4649776588937966e-7	1.5626428361533829e-6	9.415474726822774e-7	3002	tags=60%, list=19%, signal=48%	5690/11047/5692/5708/5714/5698/2209/5683/5704/7979/5688/5686/5691/5687/10213/5682/5693/5721/5696/5685/50489/5720/5700/2210/5701
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	29	0.7101380403781467	2.3137512622075413	2.1820492584557121e-7	5.466513366510425e-6	3.86831257161601e-6	1832	tags=52%, list=12%, signal=46%	7083/983/81620/6241/8318/898/8900/990/7298/1869/4998/5111/1719/7027/286826	Up	REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	29	0.7438249892828286	2.576580841513545	5.103799587204253e-9	7.440205620457755e-8	4.4829865380004615e-8	823	tags=55%, list=5%, signal=52%	1869/898/81620/983/286826/4998/8318/990/993/6241/7298/26271/5111/7083/1875/8900
REACTOME_KINESINS	REACTOME_KINESINS	51	0.6039057240201892	2.2325519923702135	2.2082714056787537e-7	5.466513366510425e-6	3.86831257161601e-6	2830	tags=47%, list=18%, signal=39%	10112/3832/24137/81930/11004/29127/146909/84790/56992/9493/3833/10376/1062/3835/64147/10383/113220/10381/55083/547/9585/221458/147700/10382	Up	REACTOME_KINESINS	51	0.5392953573731637	2.1315436898836957	2.9060353130046143e-5	1.8968747913741563e-4	1.1429340246485812e-4	482	tags=27%, list=3%, signal=27%	11004/146909/10112/3833/81930/3832/29127/10376/56992/24137/84790/9493/1062/9585
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS	REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS	56	0.5878780023553027	2.198698862945286	3.041107140174444e-7	7.388764014646057e-6	5.228570170826237e-6	4868	tags=89%, list=31%, signal=62%	28896/28883/28778/3538/28893/28908/28825/28822/3539/28809/28299/714/28442/28457/28940/28392/28933/28793/28424/28912/713/28823/28796/28474/28452/2219/712/28820/28439/28938/28797/28465/28937/28434/3500/28921/3503/28450/28930/28394/28816/28815/3501/28817/28813/28914/28919/28395/28913/28461	Up	REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS	59	0.4285355281608378	1.7551287380845677	9.349657406862672e-4	0.00375129985253939	0.00226029058829997	5903	tags=68%, list=37%, signal=43%	714/713/712/3500/28424/28797/28809/28454/28778/28299/28893/28921/28940/2219/28439/28420/3503/28457/28938/28474/28434/28883/28912/28442/28820/28813/28937/28933/28817/28825/28450/28394/28930/28793/28822/715/28913/78989/28908/716
REACTOME_HIV_INFECTION	REACTOME_HIV_INFECTION	214	0.40612767639032343	1.8514740569478791	3.425916354244693e-7	8.172367739580067e-6	5.78307794151927e-6	4492	tags=41%, list=28%, signal=30%	3159/10053/23225/92421/5478/5690/8815/130340/5440/5691/1174/10213/6923/2237/7852/5441/6921/5438/5686/5439/11047/5714/5683/292/5901/6884/5693/1175/2960/5879/375/79023/6881/7518/51534/5692/5902/5436/9978/1104/155382/5708/920/2958/5704/23636/6827/5694/5437/5687/8480/1173/5701/5685/51652/5688/5433/128866/1022/5062/6396/5707/8905/7311/3932/5702/5682/5695/23327/5435/5718/5700/9631/7520/1234/926/3105/9688/567/55690/3055/7936/7979/129401/404672/51510/27243	Up	REACTOME_HIV_INFECTION	214	0.43787004016320774	2.2111995297825437	5.0057136593902685e-11	1.1940902402036423e-9	7.194815231008789e-10	3253	tags=40%, list=21%, signal=32%	3159/5690/8815/1104/8480/6881/7311/23636/7852/5902/5439/5438/2237/5437/5901/5433/5440/11047/5692/129401/2960/5708/9631/5478/5714/6874/6873/375/6921/5683/5704/8812/6923/23165/79023/7979/920/1173/5688/5686/93343/5691/7520/128866/57122/5687/1175/3055/5436/3837/5441/10213/5682/7514/5693/9972/7936/55690/5685/6233/23225/4869/2958/81929/6875/7469/51160/60489/5879/51497/2968/5700/51534/5701/1022/6877/1234/6827/1174/6883/5062/6882/6396/22916/5435/6917
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21	REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21	50	0.600882183518705	2.2059032260468676	3.9094535607741265e-7	8.998601880237989e-6	6.367752614224893e-6	3741	tags=60%, list=24%, signal=46%	1163/898/8900/5690/5691/10213/5686/11047/5714/5683/5693/595/890/5692/5708/5704/5694/6502/5687/5701/5685/5688/1019/5707/7311/5702/5682/5695/5718/5700	Up	REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21	50	0.6382355051757922	2.5164942573293785	6.801490235239076e-9	9.595220632939428e-8	5.781459158646911e-8	3398	tags=60%, list=21%, signal=47%	898/1163/890/5690/6502/1019/7311/1017/8900/11047/5692/5708/5714/5683/9134/5704/7979/5688/5686/5691/5687/10213/5682/5693/5685/6233/5700/5701/5695/8454
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	63	0.5658766995645803	2.182528853830846	3.882909061782701e-7	8.998601880237989e-6	6.367752614224893e-6	4868	tags=83%, list=31%, signal=57%	629/28896/717/28883/28778/3538/28893/28908/28825/28822/3539/28809/28299/714/28442/28457/28940/28392/28933/28793/28424/28912/713/28823/28796/28474/28452/2219/712/28820/28439/28938/28797/28465/28937/28434/3500/28921/3503/28450/28930/28394/28816/28815/3501/28817/28813/28914/28919/28395/28913/28461	Up	REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	66	0.43057839539782616	1.7950485550040602	8.729884724055422e-4	0.00357925273686272	0.00215662612755448	5903	tags=68%, list=37%, signal=43%	717/629/714/713/718/712/3500/28424/28797/28809/28454/28778/28299/28893/28921/28940/2219/28439/28420/3503/28457/721/28938/28474/28434/28883/28912/720/28442/28820/28813/28937/28933/28817/28825/28450/28394/28930/28793/28822/715/28913/78989/28908/716
REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS	REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS	48	0.60934717173447	2.2227080948903324	4.594310082046268e-7	9.88153250433558e-6	6.9925478729332325e-6	3741	tags=56%, list=24%, signal=43%	5690/5691/10213/6048/5686/11047/5714/5683/5693/5692/5708/5704/5694/1080/5687/91319/5701/5685/5688/5707/7311/5702/79139/5682/5695/5718/5700	Up	REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS	48	0.5386055914768512	2.10297608774623	1.656355971292559e-5	1.1535112559986264e-4	6.95031252611496e-5	3002	tags=46%, list=19%, signal=37%	5690/7311/11047/5692/5708/5714/5683/5704/79139/7979/5688/5686/5691/5687/6048/10213/5682/5693/5685/6233/5700/5701
REACTOME_UBIQUITIN_DEPENDENT_DEGRADATION_OF_CYCLIN_D	REACTOME_UBIQUITIN_DEPENDENT_DEGRADATION_OF_CYCLIN_D	39	0.6308659884286513	2.1915311771674513	4.537001573684413e-7	9.88153250433558e-6	6.9925478729332325e-6	3895	tags=67%, list=25%, signal=50%	5690/5691/10213/5686/11047/5714/5683/5693/595/5692/5708/5704/5694/5687/5701/5685/5688/1019/5707/7311/5702/5682/5695/5718/5700/2932	Up	REACTOME_UBIQUITIN_DEPENDENT_DEGRADATION_OF_CYCLIN_D	39	0.6059872429628103	2.2394519045024293	2.6947665200329946e-6	2.1558132160263957e-5	1.2989535664600637e-5	3002	tags=54%, list=19%, signal=44%	5690/1019/7311/11047/5692/5708/5714/5683/5704/7979/5688/5686/5691/5687/10213/5682/5693/5685/6233/5700/5701
REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G	REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G	41	0.636275121057509	2.2295459200828978	5.766307630255111e-7	1.1639070170607238e-5	8.236248307506086e-6	3741	tags=63%, list=24%, signal=49%	5690/5691/10213/6923/6921/5686/11047/5714/5683/5693/5692/9978/5708/5704/5694/5687/5701/5685/5688/5707/7311/5702/5682/5695/5718/5700	Up	REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G	41	0.6164108124342778	2.307446661417044	5.991046033381564e-7	5.5353890111243745e-6	3.33526728767202e-6	3002	tags=56%, list=19%, signal=46%	5690/7311/11047/5692/5708/5714/6921/5683/5704/6923/7979/5688/5686/5691/5687/10213/5682/5693/5685/6233/60489/5700/5701
REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6	REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6	60	0.5694166688153889	2.166918143295425	5.685679352836868e-7	1.1639070170607238e-5	8.236248307506086e-6	3741	tags=55%, list=24%, signal=42%	11065/898/8900/990/5690/5691/27338/10213/5686/11047/5714/5683/5693/25906/7324/890/51529/5692/5708/7321/5704/5694/5687/5701/5685/5688/5707/7311/5702/5682/5695/5718/5700	Up	REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6	60	0.6144485319021143	2.5254874879137676	7.623350731850857e-10	1.3701145424915512e-8	8.255423791809653e-9	3462	tags=58%, list=22%, signal=46%	11065/898/27338/890/990/5690/7311/1017/8900/7324/11047/5692/5708/5714/5683/9134/5704/7321/7979/5688/5686/5691/5687/10213/5682/5693/5685/6233/51529/5700/5701/8697/5695/51434/64682
REACTOME_TELOMERE_MAINTENANCE	REACTOME_TELOMERE_MAINTENANCE	93	0.49901714715109186	2.0720155009889387	5.614192722487157e-7	1.1639070170607238e-5	8.236248307506086e-6	4193	tags=53%, list=26%, signal=39%	641/8364/8900/5440/3020/3014/8607/55505/2237/79075/5441/5111/8345/85236/5438/5439/8363/10856/5982/8970/55651/6119/7015/890/5558/8365/80119/5983/723790/8347/5984/5436/8370/54145/5437/3013/554313/5433/1763/100134934/8334/5425/5435/55164/3012/5424/54433/23649/55135	Up	REACTOME_TELOMERE_MAINTENANCE	92	0.6258946246412312	2.76844903667242	6.907559709877761e-15	2.923457528825685e-13	1.761486364046927e-13	2325	tags=52%, list=15%, signal=45%	79075/8364/5984/3014/890/5982/5558/80119/5983/23649/1017/85236/55651/5111/8970/8363/5439/5438/2237/8607/5437/7015/8900/5433/5440/1763/5424/8345/5985/723790/3020/8365/3012/5425/3013/54433/8338/55164/641/10856/54145/5557/55505/1736/5436/5441/8341/8347
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	48	0.6060235810869845	2.21058467464824	6.251634086263154e-7	1.224200585250337e-5	8.662908506023727e-6	1653	tags=38%, list=10%, signal=34%	3856/3855/3875/5652/6768/11202/25818/3892/25984/3880/3872/3728/1829/3887/823/144501/11187/826	Up	REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	47	0.6002301415693059	2.3297218254393868	3.50237145669939e-7	3.40378618606637e-6	2.0509013364376157e-6	4256	tags=68%, list=27%, signal=50%	11202/26085/25818/3853/43847/3892/7051/5266/11187/5318/3875/25984/1824/1041/3856/3851/1475/1832/823/3868/1825/826/3855/1829/144501/3728/6768/3880/3858/64065/11005/5652
REACTOME_KERATINIZATION	REACTOME_KERATINIZATION	48	0.6060235810869845	2.21058467464824	6.251634086263154e-7	1.224200585250337e-5	8.662908506023727e-6	1653	tags=38%, list=10%, signal=34%	3856/3855/3875/5652/6768/11202/25818/3892/25984/3880/3872/3728/1829/3887/823/144501/11187/826	Up	REACTOME_KERATINIZATION	47	0.6002301415693059	2.3297218254393868	3.50237145669939e-7	3.40378618606637e-6	2.0509013364376157e-6	4256	tags=68%, list=27%, signal=50%	11202/26085/25818/3853/43847/3892/7051/5266/11187/5318/3875/25984/1824/1041/3856/3851/1475/1832/823/3868/1825/826/3855/1829/144501/3728/6768/3880/3858/64065/11005/5652
REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES	REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES	46	0.6128174500891048	2.2272017105674395	7.732404746369333e-7	1.4673628846810157e-5	1.0383617332226058e-5	3217	tags=59%, list=20%, signal=47%	983/891/5347/8364/8355/3020/3014/10051/8345/85236/126961/333932/8363/8970/8365/54892/723790/8347/8370/54145/23310/10592/3013/554313/8357/6418/8334	Up	REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES	45	0.7048140518389191	2.7048309072837475	3.5027676751548824e-11	9.191262379606411e-10	5.538060050613297e-10	3144	tags=67%, list=20%, signal=54%	5347/891/8364/983/10051/3014/8355/54892/85236/8970/8363/8357/8345/723790/3020/126961/333932/8365/3012/3013/8338/23310/6418/54145/8341/8347/128312/8351/8370/10592
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	38	0.6406520922826816	2.224786934208943	8.052601196420208e-7	1.4673628846810157e-5	1.0383617332226058e-5	4128	tags=71%, list=26%, signal=53%	58191/6373/3627/7852/56477/6364/1524/4283/2833/6375/6374/6348/6352/6370/6351/6347/6354/6846/6372/2919/9034/6356/1230/6367/1234/10563/643	Up	REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	39	0.5664761176747235	2.093436842629468	2.773201552441805e-5	1.8375961802038625e-4	1.1072165687845804e-4	3368	tags=51%, list=21%, signal=40%	3627/6373/7852/58191/6354/1230/4283/643/6364/10563/6351/6348/6375/2833/6352/6370/6846/2919/1234/414062
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS	REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS	131	0.46631212102997666	2.0176442349342096	7.951159120685962e-7	1.4673628846810157e-5	1.0383617332226058e-5	4947	tags=63%, list=31%, signal=44%	1072/6850/10092/10094/10095/4067/10096/5580/196051/28896/10097/122618/10458/5879/10109/28883/10093/998/26999/28778/2209/917/7409/3538/28893/10451/10552/28908/5296/28825/28822/3539/28809/28299/28442/60/28457/28940/28392/2214/3984/147179/4690/28933/28793/28424/28912/7454/28823/28796/28474/28452/28820/2212/28439/28938/55845/28797/28465/28937/28434/5581/3500/5291/28921/3503/28450/28930/28394/3055/28816/28815/3501/28817/28813/28914/28919/10006/28395/28913/28461/7525/695	Up	REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS	134	0.3241060282602751	1.524205885110476	0.00337882002651336	0.01133762627822387	0.0068313200697578	5605	tags=54%, list=35%, signal=35%	10092/1072/4690/5296/10096/10109/3984/2209/7409/10095/2212/10552/10094/2214/3326/5580/3055/3500/60/7454/28424/55845/71/5879/4650/998/122618/10163/28797/10458/10093/695/4067/28809/917/10006/28454/28778/10097/28299/28893/28921/28940/23646/28439/28420/3503/28457/28938/3071/28474/28434/5595/51517/28883/28912/28442/28820/28813/28937/28933/196051/28817/5747/28825/28450/7525/5290/28394/28930/28793/28822
REACTOME_SOMITOGENESIS	REACTOME_SOMITOGENESIS	42	0.6119545400055174	2.1643941182687976	1.1180307446579583e-6	1.9822382932314074e-5	1.4027071362564996e-5	3741	tags=62%, list=24%, signal=47%	5690/5691/10213/145873/5686/11047/5714/5683/5693/51176/5692/5708/5704/5694/5687/10683/3955/5701/5685/5688/5707/5702/5682/5695/5718/5700	Up	REACTOME_SOMITOGENESIS	42	0.5482061514372023	2.0587464976179466	5.6972444385864406e-5	3.492890048329631e-4	2.1045895589662657e-4	3002	tags=48%, list=19%, signal=39%	5690/145873/11047/5692/5708/5714/5683/5704/7979/5688/5686/5691/5687/51176/10213/5682/5693/5685/5700/5701
REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA	REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA	42	0.6106300033508043	2.1597094249501296	1.2118022860716e-6	2.1198461324345853e-5	1.5000836720212647e-5	3741	tags=62%, list=24%, signal=47%	5690/5691/10213/5686/11047/5714/5683/5693/5692/5708/5704/5694/3315/5687/5701/5685/5688/3312/26986/5707/7311/5702/5682/5695/5718/5700	Up	REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA	42	0.6346391835613903	2.383339174474392	1.5492915048777256e-7	1.6392503664512706e-6	9.877062140604176e-7	3002	tags=57%, list=19%, signal=46%	26986/5690/7311/11047/5692/5708/5714/5683/3315/5704/7979/5688/5686/5691/5687/10213/5682/5693/1981/5685/6233/3312/5700/5701
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	109	0.4734641335083009	1.9944838874713513	1.2810346947466908e-6	2.2114704204048138e-5	1.5649204996767054e-5	5904	tags=54%, list=37%, signal=34%	116832/6184/6726/23471/28972/6158/51121/6142/9789/6748/6745/6185/6155/7311/1650/6746/6728/23480/6747/58477/6218/6157/6227/6169/11224/10952/6204/6168/6209/6234/6167/29927/200916/6171/6235/6132/6187/90701/6156/6159/6731/6136/6161/6208/6734/6176/6201/6170/6224/6231/6138/6217/6175/6181/6165/2197/6193/6727/6222	Up	REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	109	0.7056474188830346	3.2399615360203495	1.0658030948532471e-26	1.5537040671638447e-24	9.361615488126182e-25	3824	tags=83%, list=24%, signal=63%	116832/6142/6158/6184/6156/6187/6171/6169/7311/6218/6167/6168/6204/6165/6217/6155/6188/6132/11224/200916/6138/6746/6161/6201/6193/6136/6209/6224/6159/6202/6175/6157/6227/1650/6173/4736/6232/6134/6191/6222/6176/6181/6125/6745/6234/6141/6235/6170/6726/6208/3921/6747/25873/6205/6231/6223/6128/6152/6230/6185/6194/6731/6203/6229/9045/2197/6137/23521/6144/6124/6210/6207/6233/6135/6139/23471/6133/6129/28972/9789/51121/6143/6748/6189/10952/6147/23480/9349/6160/6734
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT	REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT	123	0.46404819729844066	1.9884353637440912	1.6795951466871938e-6	2.8618556265631145e-5	2.025157784522358e-5	3051	tags=37%, list=19%, signal=30%	10112/3832/24137/81930/11004/29127/146909/84790/56992/9493/3833/11316/10376/1062/5050/11015/829/22818/3835/8655/64147/377/10383/113220/375/23423/51560/10381/55083/10959/381/22820/547/378/830/9585/9276/81876/221458/11014/147700/10382/5049/54732/55850	Up	REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT	123	0.36094076080904247	1.6877334506431043	3.348131665901135e-4	0.00162094049655435	9.7667387107856e-4	2636	tags=28%, list=17%, signal=24%	11004/146909/10112/3833/81930/3832/29127/10376/56992/24137/84790/9493/1062/829/9585/5050/11316/55850/3835/10959/375/10945/2590/9276/378/832/22818/8655/22820/11014/381/10383/636/1314/11015
REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	42	0.602183087493124	2.1298339132826944	2.317692480191718e-6	3.898477607707095e-5	2.7587108873537053e-5	3741	tags=60%, list=24%, signal=46%	991/5690/5691/10213/5686/11047/5714/5683/5693/5692/5708/5704/5694/5687/5701/5685/5688/5707/7311/5702/26271/5682/5695/5718/5700	Up	REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	42	0.5950951720168453	2.234834647380589	2.2874177654315517e-6	1.8525259927445656e-5	1.1162123078876512e-5	3398	tags=57%, list=21%, signal=45%	991/5690/7311/26271/11047/5692/5708/5714/5683/5704/7979/5688/5686/5691/5687/10213/5682/5693/5685/6233/5700/5701/5695/8454
REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	32	0.6623261684205566	2.2170546356806033	2.417892316286737e-6	4.0155376189470875e-5	2.841546999287011e-5	368	tags=31%, list=2%, signal=31%	151648/9133/2305/995/983/9088/55355/891/5347/8900	Up	REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	32	0.7915309531813562	2.775087520307405	5.361782595059402e-12	1.4967359073867948e-10	9.018362214758364e-11	823	tags=50%, list=5%, signal=47%	2305/151648/995/9133/55355/5347/891/9088/983/890/90381/993/55320/1017/79866/8900
REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS	REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS	16	0.7939643530446105	2.2156255117552677	4.153392726121424e-6	6.645428361794278e-5	4.702557618021946e-5	170	tags=50%, list=1%, signal=50%	9133/2305/995/9088/4605/891/1063/5347	Up	REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS	16	0.8962465586239099	2.656274764803042	9.109743359778632e-11	2.0606867737982e-9	1.2416365268954178e-9	269	tags=62%, list=2%, signal=62%	2305/995/9133/5347/891/1063/4605/9088/286826/993
REACTOME_HEDGEHOG_LIGAND_BIOGENESIS	REACTOME_HEDGEHOG_LIGAND_BIOGENESIS	48	0.5837864601881093	2.1294706054907593	4.703242870287324e-6	7.434523669658999e-5	5.2609514414628025e-5	3741	tags=52%, list=24%, signal=40%	5690/5691/10213/5686/11047/5714/5683/147111/5693/5692/5708/5704/5694/5687/5701/5685/5688/5707/7311/5702/5682/5695/5034/5718/5700	Up	REACTOME_HEDGEHOG_LIGAND_BIOGENESIS	51	0.48530414849744224	1.9181455602413444	5.103480232641405e-4	0.00229307057028271	0.00138165596781315	3040	tags=45%, list=19%, signal=37%	5690/7311/11047/5692/5708/5714/5683/6868/5704/7979/5688/5686/5691/5687/147111/10213/5682/5693/5685/6233/5700/5701/5034
REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	184	0.4048499282114698	1.820550885381382	5.505275062606684e-6	8.598715335880916e-5	6.084777700775809e-5	4004	tags=39%, list=25%, signal=30%	1029/10072/1535/2876/1329/1340/598/9377/1349/5690/1337/1351/5691/10213/1347/81502/9588/475/2950/5686/5580/5584/11047/5714/5683/10935/7295/5693/1728/2730/2882/54205/5692/1460/9978/6347/5052/4697/5708/5704/1457/5694/6502/5687/25824/653361/5701/5685/7001/5688/79718/6888/5707/9817/7311/50507/1536/5702/10061/5682/5695/5034/5718/85441/5700/1345/5226/1327/2932/10498/30001/23657	Up	REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	184	0.34618912041815636	1.7064916145366589	8.131643960732243e-5	4.700753703950708e-4	2.832370051080698e-4	4317	tags=43%, list=27%, signal=32%	1029/5690/5584/6502/10072/2876/7311/1535/81502/1460/1457/9588/5970/11047/5692/5708/2882/5714/1536/5683/10498/5704/79718/7979/4609/1340/3417/5688/5686/493869/5691/653361/1329/85441/10061/5687/5580/10213/5682/4688/5693/7086/5685/6233/25942/2539/2950/9817/7001/7295/5700/5701/5034/475/30001/79728/9167/5695/8454/1347/1337/598/3162/1345/1351/9377/55666/207/2932/9612/23054/1349/96764/6667/5718/7296/6604/6888/5684/6737
REACTOME_FBXL7_DOWN_REGULATES_AURKA_DURING_MITOTIC_ENTRY_AND_IN_EARLY_MITOSIS	REACTOME_FBXL7_DOWN_REGULATES_AURKA_DURING_MITOTIC_ENTRY_AND_IN_EARLY_MITOSIS	42	0.5893877049462923	2.0845785079953805	5.6555968494766225e-6	8.729580078250976e-5	6.17738256500109e-5	3741	tags=60%, list=24%, signal=46%	5690/5691/10213/5686/11047/5714/5683/5693/5692/9978/5708/5704/5694/5687/80028/5701/5685/5688/5707/7311/5702/5682/5695/5718/5700	Up	REACTOME_FBXL7_DOWN_REGULATES_AURKA_DURING_MITOTIC_ENTRY_AND_IN_EARLY_MITOSIS	42	0.6060601219433531	2.276012682684595	1.1723164392378818e-6	1.0253861121867338e-5	6.178313304334381e-6	3398	tags=55%, list=21%, signal=43%	6790/5690/7311/11047/5692/5708/5714/5683/5704/7979/5688/5686/5691/5687/10213/5682/5693/5685/6233/5700/5701/5695/8454
